product_sk,Product_Name,Category,Sub_Category,Inventory_Turnover_Ratio,Days_Inventory_Outstanding,Sales,COGS,Quantity
781,Belkin F8E887 USB Wired Ergonomic Keyboard,Technology,Accessories,4.0,91.25,233.92,140.35199999999998,9
782,Economy Rollaway Files,Office Supplies,Storage,4.0,91.25,264.32,158.59199999999998,2
783,Maxell 4.7GB DVD-RW 3/Pack,Technology,Accessories,4.0,91.25,309.64,185.784,15
784,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Binders,4.0,91.25,122.21000000000001,73.32600000000001,27
785,Xerox 1949,Office Supplies,Paper,4.0,91.25,43.83,26.298,11
786,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories,4.0,91.25,101.91,61.145999999999994,10
787,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Furniture,Bookcases,4.0,91.25,649.38,389.628,14
788,Avery 52,Office Supplies,Labels,4.0,91.25,25.83,15.497999999999998,7
789,Contemporary Wood/Metal Frame,Furniture,Furnishings,4.0,91.25,148.67,89.20199999999998,14
790,GBC Standard Plastic Binding Systems' Combs,Office Supplies,Binders,4.0,91.25,58.410000000000004,35.046,20
791,Hon 94000 Series Round Tables,Furniture,Tables,4.0,91.25,4087.2799999999997,2452.368,15
792,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,Storage,4.0,91.25,896.4,537.8399999999999,15
793,Logitech diNovo Edge Keyboard,Technology,Accessories,4.0,91.25,3649.85,2189.91,16
794,"Executive Impressions 12"" Wall Clock",Furniture,Furnishings,4.0,91.25,98.95,59.37,9
795,Bretford CR8500 Series Meeting Room Furniture,Furniture,Tables,4.0,91.25,1884.6100000000001,1130.766,7
796,Easy-staple paper,Office Supplies,Paper,4.0,91.25,61.75,37.05,13
797,Panasonic KX MC6040 Color Laser Multifunction Printer,Technology,Machines,4.0,91.25,1349.85,809.91,3
798,Sauder Inglewood Library Bookcases,Furniture,Bookcases,4.0,91.25,136.78,82.068,1
799,Berol Giant Pencil Sharpener,Office Supplies,Art,4.0,91.25,112.13,67.27799999999999,8
800,Avery 498,Office Supplies,Labels,4.0,91.25,5.78,3.468,2
801,Xerox 214,Office Supplies,Paper,4.0,91.25,81.65,48.99,14
802,Xerox 1952,Office Supplies,Paper,4.0,91.25,44.34,26.604000000000003,8
803,Stackable Trays,Furniture,Furnishings,4.0,91.25,22.18,13.308,9
804,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,4.0,91.25,141.22,84.732,37
805,"TOPS Voice Message Log Book, Flash Format",Office Supplies,Paper,4.0,91.25,19.04,11.424,4
806,Angle-D Ring Binders,Office Supplies,Binders,4.0,91.25,18.05,10.83,6
807,Boston 1730 StandUp Electric Pencil Sharpener,Office Supplies,Art,4.0,91.25,106.9,64.14,5
808,"GBC Laser Imprintable Binding System Covers, Desert Sand",Office Supplies,Binders,4.0,91.25,42.81,25.686,3
809,Xerox 2000,Office Supplies,Paper,4.0,91.25,53.14,31.884,9
810,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Furnishings,4.0,91.25,1369.8,821.88,10
811,Avery 499,Office Supplies,Labels,4.0,91.25,105.57000000000001,63.342,24
812,Global Italian Leather Office Chair,Furniture,Chairs,4.0,91.25,785.88,471.52799999999996,6
813,Advantus Motivational Note Cards,Office Supplies,Paper,4.0,91.25,68.12,40.872,6
814,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,Envelopes,4.0,91.25,319.84,191.90399999999997,10
815,Pressboard Data Binders by Wilson Jones,Office Supplies,Binders,4.0,91.25,37.379999999999995,22.427999999999997,10
816,Ibico Presentation Index for Binding Systems,Office Supplies,Binders,4.0,91.25,26.270000000000003,15.762,12
817,"Adams ""While You Were Out"" Message Pads",Office Supplies,Paper,4.0,91.25,40.82,24.492,13
818,Plantronics Voyager Pro HD - Bluetooth Headset,Technology,Phones,4.0,91.25,545.92,327.55199999999996,9
819,AT&T EL51110 DECT,Technology,Phones,4.0,91.25,377.97,226.782,3
820,Avery 512,Office Supplies,Labels,4.0,91.25,26.009999999999998,15.605999999999998,9
821,GBC Recycled Regency Composition Covers,Office Supplies,Binders,4.0,91.25,573.89,344.334,10
822,Bevis Rectangular Conference Tables,Furniture,Tables,4.0,91.25,861.28,516.7679999999999,11
823,Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories,4.0,91.25,879.91,527.9459999999999,9
824,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Furniture,Chairs,4.0,91.25,1268.69,761.214,7
825,Advantus Rolling Drawer Organizers,Office Supplies,Storage,4.0,91.25,815.78,489.46799999999996,22
826,Razer Kraken PRO Over Ear PC and Music Headset,Technology,Accessories,4.0,91.25,1311.83,787.098,18
827,Maxell 4.7GB DVD-R 5/Pack,Technology,Accessories,4.0,91.25,0.99,0.594,1
828,Canvas Sectional Post Binders,Office Supplies,Binders,4.0,91.25,122.21000000000001,73.32600000000001,6
829,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,Appliances,4.0,91.25,96.57,57.94199999999999,6
830,Crate-A-Files,Office Supplies,Storage,4.0,91.25,74.12,44.472,7
831,Digium D40 VoIP phone,Technology,Phones,4.0,91.25,2218.62,1331.1719999999998,19
832,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Technology,Phones,4.0,91.25,23.99,14.393999999999998,2
833,Lumber Crayons,Office Supplies,Art,4.0,91.25,31.52,18.912,4
834,Xerox 1953,Office Supplies,Paper,4.0,91.25,35.95,21.57,9
835,"Carina Mini System Audio Rack, Model AR050B",Office Supplies,Storage,4.0,91.25,887.84,532.704,9
836,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances,4.0,91.25,103.46000000000001,62.076,12
837,Xerox 201,Office Supplies,Paper,4.0,91.25,97.2,58.32,17
838,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Binders,4.0,91.25,2796.17,1677.702,5
839,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,Furnishings,4.0,91.25,71.29,42.774,10
840,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,4.0,91.25,1052.74,631.644,14
841,Dana Swing-Arm Lamps,Furniture,Furnishings,4.0,91.25,17.09,10.254,2
842,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Office Supplies,Paper,4.0,91.25,80.14,48.083999999999996,17
843,Hewlett Packard 310 Color Digital Copier,Technology,Copiers,4.0,91.25,3719.87,2231.922,14
844,Xerox 1971,Office Supplies,Paper,4.0,91.25,22.25,13.35,6
845,Avery 513,Office Supplies,Labels,4.0,91.25,78.69,47.214,19
846,AT&T 17929 Lendline Telephone,Technology,Phones,4.0,91.25,922.9000000000001,553.74,24
847,Samsung Rugby III,Technology,Phones,4.0,91.25,633.51,380.106,11
848,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,Appliances,4.0,91.25,79.6,47.76,4
849,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,Furnishings,4.0,91.25,212.13,127.27799999999999,6
850,"Eldon 200 Class Desk Accessories, Smoke",Furniture,Furnishings,4.0,91.25,18.84,11.304,3
851,Newell 346,Office Supplies,Art,4.0,91.25,8.64,5.184,3
852,Presstex Flexible Ring Binders,Office Supplies,Binders,4.0,91.25,59.160000000000004,35.496,22
853,Google Nexus 5,Technology,Phones,4.0,91.25,431.98,259.188,3
854,Xerox 1880,Office Supplies,Paper,4.0,91.25,248.08,148.848,7
855,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,4.0,91.25,854.16,512.496,13
856,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Furniture,Furnishings,4.0,91.25,326.51,195.90599999999998,5
857,Samsung Galaxy Mega 6.3,Technology,Phones,4.0,91.25,3695.91,2217.546,11
858,Xerox 198,Office Supplies,Paper,4.0,91.25,30.88,18.528,7
859,"Safco Chair Connectors, 6/Carton",Furniture,Chairs,4.0,91.25,311.69,187.01399999999998,11
860,Xerox 1997,Office Supplies,Paper,4.0,91.25,81.65,48.99,15
861,Self-Adhesive Ring Binder Labels,Office Supplies,Binders,4.0,91.25,12.67,7.601999999999999,6
862,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,Binders,4.0,91.25,895.92,537.5519999999999,4
863,VariCap6 Expandable Binder,Office Supplies,Binders,4.0,91.25,149.96,89.976,15
864,Durable Pressboard Binders,Office Supplies,Binders,4.0,91.25,37.239999999999995,22.343999999999998,11
865,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,Appliances,4.0,91.25,207.48,124.48799999999999,1
866,Alliance Rubber Bands,Office Supplies,Fasteners,4.0,91.25,5.04,3.024,3
867,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,4.0,91.25,235.64,141.384,12
868,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,4.0,91.25,33.49,20.094,6
869,"SlimView Poly Binder, 3/8""",Office Supplies,Binders,4.0,91.25,87.53999999999999,52.523999999999994,19
870,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,Art,4.0,91.25,225.2,135.11999999999998,9
871,DAX Clear Channel Poster Frame,Furniture,Furnishings,4.0,91.25,102.06,61.236,7
872,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,4.0,91.25,1056.28,633.7679999999999,19
873,#10 Self-Seal White Envelopes,Office Supplies,Envelopes,4.0,91.25,42.14,25.284,4
874,Hon Pagoda Stacking Chairs,Furniture,Chairs,4.0,91.25,2311.05,1386.63,9
875,Newell 339,Office Supplies,Art,4.0,91.25,13.9,8.34,5
876,36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings,4.0,91.25,159.45,95.66999999999999,8
877,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,Appliances,4.0,91.25,341.76,205.05599999999998,6
878,Computer Printout Paper with Letter-Trim Perforations,Office Supplies,Paper,4.0,91.25,132.79,79.67399999999999,7
879,Nortel Meridian M5316 Digital phone,Technology,Phones,4.0,91.25,2589.5,1553.7,12
880,Storex Flexible Poly Binders with Double Pockets,Office Supplies,Binders,4.0,91.25,5.28,3.168,2
881,Plantronics Audio 478 Stereo USB Headset,Technology,Accessories,4.0,91.25,259.95000000000005,155.97000000000003,6
882,GBC ProClick 150 Presentation Binding System,Office Supplies,Binders,4.0,91.25,2275.05,1365.03,12
883,Stacking Trays by OIC,Furniture,Furnishings,4.0,91.25,3.98,2.388,2
884,Xerox 194,Office Supplies,Paper,4.0,91.25,399.46,239.676,8
885,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Office Supplies,Binders,4.0,91.25,14.190000000000001,8.514000000000001,8
886,"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,Furnishings,4.0,91.25,89.23,53.538000000000004,5
887,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,Storage,4.0,91.25,3628.18,2176.908,6
888,Xerox 1907,Office Supplies,Paper,4.0,91.25,98.24,58.943999999999996,8
889,Surelock Post Binders,Office Supplies,Binders,4.0,91.25,250.6,150.35999999999999,14
890,Panasonic KX TS3282W Corded phone,Technology,Phones,4.0,91.25,271.96999999999997,163.182,4
891,Maxell LTO Ultrium - 800 GB,Technology,Accessories,4.0,91.25,330.28,198.16799999999998,13
892,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,4.0,91.25,2919.5099999999998,1751.706,13
893,Wilson Jones Impact Binders,Office Supplies,Binders,4.0,91.25,19.68,11.808,11
894,Boston 1799 Powerhouse Electric Pencil Sharpener,Office Supplies,Art,4.0,91.25,207.84,124.704,8
895,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Office Supplies,Paper,4.0,91.25,18.76,11.256,2
896,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings,4.0,91.25,58.68,35.208,2
897,Staple envelope,Office Supplies,Envelopes,4.0,91.25,74.35,44.60999999999999,3
898,Plantronics 81402,Technology,Phones,4.0,91.25,65.99,39.593999999999994,1
899,Prestige Round Ring Binders,Office Supplies,Binders,4.0,91.25,36.48,21.887999999999998,9
900,"Alliance Super-Size Bands, Assorted Sizes",Office Supplies,Fasteners,4.0,91.25,197.61,118.566,27
901,Accohide Poly Flexible Ring Binders,Office Supplies,Binders,4.0,91.25,6.36,3.816,7
902,"BlueLounge Milo Smartphone Stand, White/Metallic",Technology,Phones,4.0,91.25,95.97,57.582,4
903,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,4.0,91.25,79.76,47.856,4
904,Avery White Multi-Purpose Labels,Office Supplies,Labels,4.0,91.25,54.78,32.868,11
905,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Technology,Accessories,4.0,91.25,349.95,209.97,5
906,Avery 485,Office Supplies,Labels,4.0,91.25,75.18,45.108000000000004,6
907,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,Binders,4.0,91.25,931.18,558.708,3
908,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Paper,4.0,91.25,44.69,26.813999999999997,8
909,Bose SoundLink Bluetooth Speaker,Technology,Phones,4.0,91.25,796.0,477.59999999999997,5
910,Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,Envelopes,4.0,91.25,18.09,10.854,8
911,Stiletto Hand Letter Openers,Office Supplies,Supplies,4.0,91.25,107.52000000000001,64.512,14
912,Tennsco Single-Tier Lockers,Office Supplies,Storage,4.0,91.25,2176.9700000000003,1306.182,7
913,"Seth Thomas 12"" Clock w/ Goldtone Case",Furniture,Furnishings,4.0,91.25,114.9,68.94,5
914,Cisco SPA112 2 Port Phone Adapter,Technology,Phones,4.0,91.25,384.65,230.78999999999996,8
915,Col-Erase Pencils with Erasers,Office Supplies,Art,4.0,91.25,18.24,10.943999999999999,3
916,Logitech Mobile Speakerphone P710e - speaker phone,Technology,Phones,4.0,91.25,107.98,64.788,1
917,Staples,Office Supplies,Fasteners,4.0,91.25,36.48,21.887999999999998,6
918,Crayola Colored Pencils,Office Supplies,Art,4.0,91.25,38.7,23.220000000000002,12
919,Fellowes Powershred HS-440 4-Sheet High Security Shredder,Technology,Machines,4.0,91.25,2169.86,1301.916,14
920,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,4.0,91.25,62.83,37.698,18
921,Tenex Antistatic Computer Chair Mats,Furniture,Furnishings,4.0,91.25,1573.02,943.8119999999999,14
922,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,Art,4.0,91.25,181.35,108.80999999999999,9
923,Avery 474,Office Supplies,Labels,4.0,91.25,8.64,5.184,3
924,Xerox 1893,Office Supplies,Paper,4.0,91.25,860.79,516.4739999999999,24
925,Insertable Tab Post Binder Dividers,Office Supplies,Binders,4.0,91.25,23.26,13.956000000000001,7
926,"Executive Impressions 10"" Spectator Wall Clock",Furniture,Furnishings,4.0,91.25,70.56,42.336,6
927,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,Paper,4.0,91.25,25.92,15.552,5
928,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,4.0,91.25,54.99,32.994,8
929,Wausau Papers Astrobrights Colored Envelopes,Office Supplies,Envelopes,4.0,91.25,17.94,10.764000000000001,3
930,"Global Armless Task Chair, Royal Blue",Furniture,Chairs,4.0,91.25,1000.07,600.042,20
931,Toshiba IPT2010-SD IP Telephone,Technology,Phones,4.0,91.25,555.96,333.576,5
932,"Performers Binder/Pad Holder, Black",Office Supplies,Binders,4.0,91.25,476.5,285.9,24
933,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Technology,Phones,4.0,91.25,219.17,131.50199999999998,2
934,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Office Supplies,Paper,4.0,91.25,90.07,54.041999999999994,12
935,Colored Push Pins,Office Supplies,Fasteners,4.0,91.25,6.15,3.69,4
936,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,Paper,4.0,91.25,86.36,51.815999999999995,10
937,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Paper,4.0,91.25,85.14,51.083999999999996,16
938,Akro-Mils 12-Gallon Tote,Office Supplies,Storage,4.0,91.25,49.65,29.79,5
939,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Furniture,Furnishings,4.0,91.25,128.9,77.34,2
940,Xerox 1968,Office Supplies,Paper,4.0,91.25,86.84,52.104,14
941,"OIC #2 Pencils, Medium Soft",Office Supplies,Art,4.0,91.25,18.8,11.28,10
942,GBC Recycled VeloBinder Covers,Office Supplies,Binders,4.0,91.25,328.87,197.322,25
943,Pizazz Global Quick File,Office Supplies,Storage,4.0,91.25,104.78999999999999,62.873999999999995,7
944,Ideal Clamps,Office Supplies,Fasteners,4.0,91.25,13.67,8.202,8
945,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,4.0,91.25,12.9,7.74,7
946,Euro-Pro Shark Turbo Vacuum,Office Supplies,Appliances,4.0,91.25,371.76,223.05599999999998,12
947,Strathmore Photo Mount Cards,Office Supplies,Paper,4.0,91.25,94.91999999999999,56.95199999999999,15
948,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Technology,Accessories,4.0,91.25,18.54,11.123999999999999,2
949,Newell 341,Office Supplies,Art,4.0,91.25,8.56,5.136,2
950,Xerox 204,Office Supplies,Paper,4.0,91.25,64.8,38.879999999999995,10
951,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,4.0,91.25,1337.41,802.446,19
952,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables,4.0,91.25,1571.13,942.678,7
953,Xerox 1894,Office Supplies,Paper,4.0,91.25,127.00999999999999,76.20599999999999,20
954,"Bush Birmingham Collection Bookcase, Dark Cherry",Furniture,Bookcases,4.0,91.25,825.17,495.102,9
955,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Office Supplies,Paper,4.0,91.25,47.36,28.416,8
956,"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,Art,4.0,91.25,43.51,26.105999999999998,17
957,Xerox 199,Office Supplies,Paper,4.0,91.25,43.66,26.195999999999998,12
958,Apple EarPods with Remote and Mic,Technology,Phones,4.0,91.25,44.78,26.868,2
959,HP Standard 104 key PS/2 Keyboard,Technology,Accessories,4.0,91.25,194.3,116.58,14
960,Avery Metallic Poly Binders,Office Supplies,Binders,4.0,91.25,68.76,41.256,13
961,Avery 506,Office Supplies,Labels,4.0,91.25,20.65,12.389999999999999,5
962,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Office Supplies,Paper,4.0,91.25,45.36,27.215999999999998,7
963,Xerox 1905,Office Supplies,Paper,4.0,91.25,84.24000000000001,50.544000000000004,13
964,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders,4.0,91.25,43.58,26.148,15
965,Plantronics Audio 995 Wireless Stereo Headset,Technology,Accessories,4.0,91.25,1539.3,923.5799999999999,14
966,DIXON Oriole Pencils,Office Supplies,Art,4.0,91.25,32.51,19.505999999999997,14
967,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Office Supplies,Paper,4.0,91.25,33.120000000000005,19.872000000000003,10
968,Xerox 200,Office Supplies,Paper,4.0,91.25,49.25,29.549999999999997,9
969,Okidata MB491 Multifunction Printer,Technology,Machines,4.0,91.25,2395.2,1437.12,6
970,Staples in misc. colors,Office Supplies,Art,4.0,91.25,104.8,62.879999999999995,10
971,Avery Hanging File Binders,Office Supplies,Binders,4.0,91.25,77.14,46.284,20
972,Global Super Steno Chair,Furniture,Chairs,4.0,91.25,364.72,218.83200000000002,4
973,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage,4.0,91.25,1302.5,781.5,9
974,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Technology,Accessories,4.0,91.25,105.14,63.083999999999996,9
975,"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,4.0,91.25,69.89,41.934,12
976,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,4.0,91.25,496.9,298.14,3
977,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Binders,4.0,91.25,9.56,5.736,5
978,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,4.0,91.25,2037.98,1222.788,25
979,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,Phones,4.0,91.25,5.56,3.336,1
980,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders,4.0,91.25,5593.44,3356.064,18
981,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Storage,4.0,91.25,278.08,166.84799999999998,8
982,Xerox 1882,Office Supplies,Paper,4.0,91.25,313.49,188.094,6
983,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Office Supplies,Paper,4.0,91.25,163.15,97.89,19
984,Xerox 1924,Office Supplies,Paper,4.0,91.25,32.36,19.416,7
985,"Maxell Pro 80 Minute CD-R, 10/Pack",Technology,Accessories,4.0,91.25,192.28,115.368,11
986,BIC Liqua Brite Liner,Office Supplies,Art,4.0,91.25,34.7,20.82,5
987,Imation Swivel Flash Drive USB flash drive - 8 GB,Technology,Accessories,4.0,91.25,9.1,5.46,1
988,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,Furnishings,4.0,91.25,30.88,18.528,4
989,Acrylic Self-Standing Desk Frames,Furniture,Furnishings,4.0,91.25,46.46,27.876,18
990,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders,4.0,91.25,15.07,9.042,12
991,Samsung HM1900 Bluetooth Headset,Technology,Phones,4.0,91.25,280.96,168.576,15
992,Acco Side-Punched Conventional Columnar Pads,Office Supplies,Supplies,4.0,91.25,36.09,21.654,13
993,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,4.0,91.25,166.27,99.762,16
994,Avery 492,Office Supplies,Labels,4.0,91.25,21.89,13.134,9
995,Xerox 232,Office Supplies,Paper,4.0,91.25,10.37,6.2219999999999995,2
996,Adjustable Personal File Tote,Office Supplies,Storage,4.0,91.25,156.29000000000002,93.77400000000002,11
997,Catalog Binders with Expanding Posts,Office Supplies,Binders,4.0,91.25,740.08,444.048,16
998,Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,Fasteners,4.0,91.25,52.14,31.284,15
999,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings,4.0,91.25,181.96,109.176,2
1000,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Office Supplies,Labels,4.0,91.25,12.39,7.434,3
1001,Prismacolor Color Pencil Set,Office Supplies,Art,4.0,91.25,309.5,185.7,16
1002,Project Tote Personal File,Office Supplies,Storage,4.0,91.25,98.21,58.925999999999995,7
1003,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Office Supplies,Envelopes,4.0,91.25,107.6,64.55999999999999,11
1004,Prang Colored Pencils,Office Supplies,Art,4.0,91.25,39.4,23.639999999999997,14
1005,Standard Rollaway File with Lock,Office Supplies,Storage,4.0,91.25,3423.6099999999997,2054.1659999999997,20
1006,Newell 314,Office Supplies,Art,4.0,91.25,50.22,30.131999999999998,9
1007,Xerox 1883,Office Supplies,Paper,4.0,91.25,400.98,240.588,16
1008,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Office Supplies,Paper,4.0,91.25,67.23,40.338,11
1009,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,4.0,91.25,3171.3099999999995,1902.7859999999996,24
1010,Nokia Lumia 521 (T-Mobile),Technology,Phones,4.0,91.25,173.94,104.36399999999999,8
1011,"Acco Banker's Clasps, 5 3/4""-Long",Office Supplies,Fasteners,4.0,91.25,9.21,5.526000000000001,4
1012,Logitech Wireless Gaming Headset G930,Technology,Accessories,4.0,91.25,1343.92,806.352,9
1013,Logitech Wireless Anywhere Mouse MX for PC and Mac,Technology,Accessories,4.0,91.25,455.92,273.552,9
1014,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furniture,Furnishings,4.0,91.25,998.8199999999999,599.2919999999999,9
1015,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Technology,Phones,4.0,91.25,269.98,161.988,3
1016,Faber Castell Col-Erase Pencils,Office Supplies,Art,4.0,91.25,18.58,11.147999999999998,4
1017,Vinyl Sectional Post Binders,Office Supplies,Binders,4.0,91.25,542.88,325.728,21
1018,Motorola Moto X,Technology,Phones,4.0,91.25,1359.96,815.976,5
1019,Newell 317,Office Supplies,Art,4.0,91.25,27.64,16.584,11
1020,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Chairs,4.0,91.25,2043.28,1225.9679999999998,20
1021,VTech DS6151,Technology,Phones,4.0,91.25,1814.25,1088.55,16
1022,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,4.0,91.25,846.38,507.828,19
1023,Avery 515,Office Supplies,Labels,4.0,91.25,25.06,15.035999999999998,2
1024,Xerox 1921,Office Supplies,Paper,4.0,91.25,31.96,19.176,4
1025,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Office Supplies,Paper,4.0,91.25,18.98,11.388,2
1026,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Furniture,Chairs,4.0,91.25,26.64,15.984,1
1027,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Appliances,4.0,91.25,87.44,52.464,2
1028,Binder Clips by OIC,Office Supplies,Fasteners,4.0,91.25,18.939999999999998,11.363999999999999,15
1029,Things To Do Today Spiral Book,Office Supplies,Paper,4.0,91.25,44.35,26.61,7
1030,"Eldon 300 Class Desk Accessories, Black",Furniture,Furnishings,4.0,91.25,4.95,2.97,1
1031,Sterilite Show Offs Storage Containers,Office Supplies,Storage,4.0,91.25,39.07,23.442,8
1032,GBC Poly Designer Binding Covers,Office Supplies,Binders,4.0,91.25,93.75,56.25,7
1033,Plantronics Encore H101 Dual Earpieces Headset,Technology,Phones,4.0,91.25,359.6,215.76000000000002,8
1034,"Sanford Colorific Scented Colored Pencils, 12/Pack",Office Supplies,Art,4.0,91.25,8.56,5.136,2
1035,Mophie Juice Pack Helium for iPhone,Technology,Phones,4.0,91.25,815.9,489.53999999999996,12
1036,"Maxell 74 Minute CDR, 10/Pack",Technology,Accessories,4.0,91.25,72.37,43.422000000000004,8
1037,Logitech G602 Wireless Gaming Mouse,Technology,Accessories,4.0,91.25,991.87,595.122,15
1038,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,Appliances,4.0,91.25,164.69,98.814,14
1039,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Furnishings,4.0,91.25,60.67,36.402,11
1040,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,Bookcases,4.0,91.25,711.9499999999999,427.16999999999996,8
